Fréquence (Hz);Niveau (dB)
376.831055;-44.409473
377.167511;-45.625950
377.503967;-44.809711
377.840424;-46.428101
378.176880;-50.994354
378.513336;-45.975021
378.849792;-42.492893
379.186249;-43.324924
379.522705;-42.042278
379.859161;-42.573925
380.195618;-44.145905
380.532074;-44.899883
380.868530;-41.665588
381.204987;-40.992317
381.541443;-40.526318
381.877899;-42.434452
382.214355;-42.822849
382.550812;-41.404942
382.887268;-43.016182
383.223724;-44.002590
383.560181;-44.486744
383.896637;-44.985989
384.233093;-42.882622
384.569550;-39.770336
384.906006;-38.023170
385.242462;-38.353775
385.578918;-38.033207
385.915375;-36.597115
386.251831;-36.872299
386.588287;-36.414185
386.924744;-38.789585
387.261200;-36.496239
387.597656;-36.660767
387.934113;-35.875961
388.270569;-36.918480
388.607025;-37.742981
388.943481;-38.230820
389.279938;-40.522446
389.616394;-45.312630
389.952850;-43.730507
390.289307;-41.822346
390.625763;-41.865875
390.962219;-41.924896
391.298676;-43.259628
391.635132;-42.531303
391.971588;-41.990238
392.308044;-40.932430
392.644501;-39.944481
392.980957;-39.367443
393.317413;-42.179096
393.653870;-41.164375
393.990326;-41.610023
394.326782;-40.733189
394.663239;-40.721474
394.999695;-41.162514
395.336151;-41.121387
395.672607;-43.265934
396.009064;-40.481949
396.345520;-37.123619
396.681976;-36.592197
397.018433;-36.660145
397.354889;-38.441700
397.691345;-40.872768
398.027802;-42.278320
398.364258;-46.293312
398.700714;-42.264942
399.037170;-42.219406
399.373627;-42.677822
399.710083;-39.183773
400.046539;-38.139236
400.382996;-40.805431
400.719452;-39.403336
401.055908;-39.325630
401.392365;-40.722469
401.728821;-41.342728
402.065277;-42.647106
402.401733;-47.884483
402.738190;-52.114025
403.074646;-48.095455
403.411102;-48.093548
403.747559;-44.722443
404.084015;-42.411079
404.420471;-41.718979
404.756927;-41.555454
405.093384;-40.854511
405.429840;-42.417004
405.766296;-43.321312
406.102753;-46.141460
406.439209;-51.156116
406.775665;-47.408318
407.112122;-46.655979
407.448578;-44.188908
407.785034;-39.378323
408.121490;-39.358131
408.457947;-41.519329
408.794403;-40.726307
409.130859;-37.288116
409.467316;-33.778572
409.803772;-35.716251
410.140228;-34.751686
410.476685;-34.393013
410.813141;-35.725014
411.149597;-37.640583
411.486053;-37.862289
411.822510;-39.038261
412.158966;-38.608166
412.495422;-38.084801
412.831879;-37.719662
413.168335;-35.901913
413.504791;-36.763477
413.841248;-35.231907
414.177704;-35.358013
414.514160;-37.051193
414.850616;-37.543129
415.187073;-38.902378
415.523529;-37.360279
415.859985;-38.458717
416.196442;-40.619675
416.532898;-40.705879
416.869354;-39.351913
417.205811;-38.711506
417.542267;-39.399105
417.878723;-39.110611
418.215179;-38.314426
418.551636;-37.978970
418.888092;-36.978657
419.224548;-35.475388
419.561005;-35.040211
419.897461;-34.057796
420.233917;-34.810741
420.570374;-35.359520
420.906830;-37.984081
421.243286;-37.782784
421.579742;-38.001686
421.916199;-39.131786
422.252655;-38.937881
422.589111;-40.332935
422.925568;-39.785313
423.262024;-41.418980
423.598480;-41.733955
423.934937;-40.919891
424.271393;-38.703968
424.607849;-39.190201
424.944305;-40.447514
425.280762;-41.350315
