Fréquence (Hz);Niveau (dB)
244.940186;-44.452232
245.276642;-42.407822
245.613098;-42.149639
245.949554;-41.106438
246.286011;-39.714272
246.622467;-40.796963
246.958923;-41.070072
247.295380;-37.422623
247.631836;-38.435322
247.968292;-40.584263
248.304749;-42.655151
248.641205;-44.272167
248.977661;-44.596233
249.314117;-44.849434
249.650574;-46.833965
249.987030;-45.462322
250.323486;-44.062534
250.659943;-47.584534
250.996399;-46.256058
251.332855;-47.980453
251.669312;-48.756378
252.005768;-45.988209
252.342224;-48.759945
252.678680;-50.236855
253.015137;-48.524319
253.351593;-48.218254
253.688049;-45.939507
254.024506;-49.936039
254.360962;-52.745831
254.697418;-48.703495
255.033875;-47.014412
255.370331;-49.243332
255.706787;-50.209011
256.043243;-49.149529
256.379700;-48.105564
256.716156;-47.299889
257.052612;-50.261475
257.389069;-49.394485
257.725525;-45.762012
258.061981;-45.724823
258.398438;-46.196152
258.734894;-45.320644
259.071350;-45.075138
259.407806;-44.818562
259.744263;-44.979416
260.080719;-44.347240
260.417175;-44.012661
260.753632;-44.438347
261.090088;-41.269943
261.426544;-39.351341
261.763000;-39.311077
262.099457;-40.265759
262.435913;-41.756287
262.772369;-42.658913
263.108826;-44.135429
263.445282;-46.313904
263.781738;-47.015896
264.118195;-44.733330
264.454651;-44.408302
264.791107;-44.189293
265.127563;-47.640205
265.464020;-46.689342
265.800476;-46.920628
266.136932;-46.683910
266.473389;-49.826195
266.809845;-50.724682
267.146301;-48.845284
267.482758;-49.216045
267.819214;-46.567410
268.155670;-51.407616
268.492126;-51.507011
268.828583;-46.237617
269.165039;-47.775257
269.501495;-48.806602
269.837952;-51.234364
270.174408;-51.660072
270.510864;-48.594639
270.847321;-48.733738
271.183777;-53.053654
271.520233;-52.222744
271.856689;-50.504868
272.193146;-49.511818
272.529602;-49.230953
272.866058;-52.150463
273.202515;-49.434563
273.538971;-45.569210
273.875427;-48.417744
274.211884;-49.724602
274.548340;-52.138920
274.884796;-52.081543
275.221252;-47.414890
275.557709;-48.434502
275.894165;-51.335972
276.230621;-51.623650
276.567078;-49.188747
276.903534;-47.947594
277.239990;-47.884583
277.576447;-49.876827
277.912903;-48.393890
278.249359;-46.036301
278.585815;-46.275967
278.922272;-48.532398
279.258728;-51.099709
279.595184;-51.591446
279.931641;-47.622673
280.268097;-49.224243
280.604553;-50.762611
280.941010;-49.384197
281.277466;-49.296463
281.613922;-48.680508
281.950378;-50.798313
282.286835;-53.081730
282.623291;-50.453968
282.959747;-47.325863
283.296204;-49.296082
283.632660;-50.693867
283.969116;-49.754868
284.305573;-49.302742
284.642029;-46.858372
284.978485;-48.101418
285.314941;-47.113380
285.651398;-46.848412
285.987854;-46.665207
286.324310;-46.402977
286.660767;-46.741451
286.997223;-48.486301
287.333679;-45.937057
287.670135;-44.510578
288.006592;-45.301872
288.343048;-47.216808
288.679504;-45.811108
289.015961;-46.087933
289.352417;-42.372993
289.688873;-41.309742
290.025330;-40.905228
290.361786;-44.459476
290.698242;-44.600410
291.034698;-45.330536
291.371155;-44.333202
291.707611;-43.949677
292.044067;-42.311802
292.380524;-40.261612
292.716980;-39.919521
293.053436;-39.633244
293.389893;-38.690853
293.726349;-38.704044
294.062805;-38.454891
294.399261;-39.503555
294.735718;-39.771080
295.072174;-38.784443
295.408630;-39.049747
295.745087;-37.991707
296.081543;-38.891579
296.417999;-40.948921
296.754456;-42.669144
297.090912;-43.529831
297.427368;-44.764103
297.763824;-45.767624
298.100281;-45.357681
298.436737;-46.892773
