Fréquence (Hz);Niveau (dB)
371.111298;-52.388817
371.447754;-50.871361
371.784210;-50.094589
372.120667;-52.024071
372.457123;-52.759525
372.793579;-53.696243
373.130035;-50.667919
373.466492;-46.988564
373.802948;-50.029816
374.139404;-51.474457
374.475861;-51.167511
374.812317;-54.220982
375.148773;-52.924526
375.485229;-49.398087
375.821686;-51.253403
376.158142;-48.559196
376.494598;-48.783871
376.831055;-48.334423
377.167511;-49.249317
377.503967;-49.883701
377.840424;-50.580769
378.176880;-50.582191
378.513336;-53.321598
378.849792;-48.412956
379.186249;-48.902012
379.522705;-46.627686
379.859161;-45.420567
380.195618;-50.280022
380.532074;-46.890457
380.868530;-44.911175
381.204987;-46.388832
381.541443;-44.791054
381.877899;-46.138905
382.214355;-48.522339
382.550812;-45.559048
382.887268;-44.171307
383.223724;-42.647675
383.560181;-39.917828
383.896637;-40.435555
384.233093;-42.181343
384.569550;-43.453358
384.906006;-44.409863
385.242462;-49.402931
385.578918;-47.889549
385.915375;-46.146877
386.251831;-43.492779
386.588287;-44.159698
386.924744;-47.017910
387.261200;-49.884056
387.597656;-45.674511
387.934113;-43.958961
388.270569;-44.875999
388.607025;-46.914413
388.943481;-44.759777
389.279938;-45.331497
389.616394;-44.836399
389.952850;-43.562225
390.289307;-45.159245
390.625763;-44.137394
390.962219;-43.480526
391.298676;-41.114658
391.635132;-42.562496
391.971588;-40.896721
392.308044;-41.824566
392.644501;-41.048008
392.980957;-40.786022
393.317413;-41.597183
393.653870;-42.709404
393.990326;-42.110371
394.326782;-42.928490
394.663239;-45.986458
394.999695;-43.336147
395.336151;-44.421761
395.672607;-43.647541
396.009064;-42.729858
396.345520;-42.101692
396.681976;-47.639256
397.018433;-43.431164
397.354889;-44.573746
397.691345;-44.128342
398.027802;-41.270828
398.364258;-41.670296
398.700714;-44.010807
399.037170;-42.564072
399.373627;-41.946148
399.710083;-43.636879
400.046539;-45.834843
400.382996;-41.915718
400.719452;-43.443222
401.055908;-43.640209
401.392365;-43.436066
401.728821;-45.565350
402.065277;-47.296108
402.401733;-47.410023
402.738190;-45.895512
403.074646;-43.352104
403.411102;-45.631100
403.747559;-51.018406
404.084015;-44.582142
404.420471;-43.650192
404.756927;-45.116894
405.093384;-46.383446
405.429840;-47.295723
405.766296;-47.567184
406.102753;-48.072201
406.439209;-46.509689
406.775665;-45.033245
407.112122;-42.659657
407.448578;-40.032276
407.785034;-41.103703
408.121490;-42.204945
408.457947;-45.959995
408.794403;-48.303089
409.130859;-45.978760
409.467316;-43.494320
409.803772;-40.847366
410.140228;-41.128811
410.476685;-41.829216
410.813141;-42.939831
411.149597;-43.209541
411.486053;-42.569855
411.822510;-41.053070
412.158966;-40.179104
412.495422;-40.348026
412.831879;-40.410519
413.168335;-41.712944
413.504791;-44.913490
413.841248;-44.864468
414.177704;-41.826088
414.514160;-40.288082
414.850616;-41.134018
415.187073;-41.803955
415.523529;-41.895603
415.859985;-41.318336
416.196442;-41.356644
416.532898;-44.503662
416.869354;-44.631836
417.205811;-43.419613
417.542267;-41.655548
417.878723;-42.604679
418.215179;-43.450668
418.551636;-46.125954
418.888092;-46.040180
419.224548;-42.878483
419.561005;-42.162483
419.897461;-45.321068
420.233917;-48.775436
420.570374;-47.138760
420.906830;-44.918205
421.243286;-42.344814
421.579742;-43.039707
421.916199;-44.173592
422.252655;-44.211437
422.589111;-42.764610
422.925568;-42.836208
423.262024;-45.078606
423.598480;-45.772602
423.934937;-46.797058
424.271393;-47.014729
424.607849;-46.933514
424.944305;-47.882874
425.280762;-48.911785
